Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,EV Connector Types
ELEC,1345 Parking Garage - Tesla Destination,1345 6th Ave,,New York,NY,10105,,212-245-8708  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.763510,-73.979364,11/03/2020,115012,2021-03-11 23:22:17,P,,,11/01/2018,J1772 TESLA
ELEC,Icon Parking Wall Park - Tesla Destination,39  Exchange Pl,,New York,NY,10005,,212-825-0700  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.706109,-74.010148,11/03/2020,115116,2021-03-11 23:22:17,P,,,03/01/2017,J1772 TESLA
ELEC,SAVARINO COMPAN BRL 2,"BRL Covered Lot, dual charger 1 South Street",,Buffalo,NY,14204,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.864180,-78.868160,04/06/2021,164504,2021-04-06 00:24:53,,,,,J1772
ELEC,MASPETH FEDERAL MASPETH 1,56-18 69th St,,Maspeth,NY,11378,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.726232,-73.895705,04/06/2021,162165,2021-04-06 00:24:53,,,,,J1772
ELEC,MASSENA_EV MUNI PARKING,21-25 Andrews St,,Massena,NY,13662,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.931757,-74.893984,04/06/2021,162410,2021-04-06 00:24:53,,,,,J1772
ELEC,854ELLICOTT 134 HIGH ST 4,134 High St,,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.901005,-78.863494,04/06/2021,181846,2021-04-06 00:24:53,,,,,J1772
ELEC,CDTA DEFREESTVILLE,649 Bloomingrove Dr,,Rensselaer,NY,12144,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.652680,-73.696239,04/06/2021,162302,2021-04-06 00:24:53,,,,,J1772
ELEC,Town of Elmira,1255 W Water St,,Elmira,NY,14905,,866-816-7584,E,,Public,24 hours daily,,,2,,,EV Connect,http://evconnect.com/,GPS,42.077220,-76.844582,06/09/2020,157947,2021-03-11 23:22:17,P,,,05/15/2020,J1772
ELEC,NATIONAL GRID CHILI'S NIAGARA,1536 Military Rd,,Niagara Falls,NY,14304,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.094737,-78.973192,04/06/2021,162207,2021-04-06 00:24:53,,,,,J1772
ELEC,Lia Nissan,2233 Central Ave,,Schenectady,NY,12304,,518-579-2000,E,,Public - Call ahead,Dealership business hours,,,1,,,Non-Networked,,200-9,42.764517,-73.885220,06/09/2020,44192,2021-03-11 23:22:17,P,,,11/30/2011,J1772
ELEC,NYSE Thruway - NYPA,Plattekill Travel Plaza,,Plattekill,NY,12568,,866-816-7584,E,,Public,24 hours daily,A D M V,,,2,,EV Connect,http://evconnect.com/,GPS,41.577842,-74.085424,11/09/2020,167631,2021-03-11 23:22:17,SG,,,06/23/2020,CHADEMO J1772COMBO
ELEC,Country Pointe Plainview - Tesla Supercharger,1427 Old Country Road,,Plainview,NY,11803,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,8,,Tesla,http://www.teslamotors.com/supercharger,200-8,40.779900,-73.450700,08/10/2020,102339,2021-03-11 23:22:17,P,,,07/23/2018,TESLA
ELEC,Fairport Electric,43 Lift Bridge Ln E,Located near S Water St,Fairport,NY,14450,,585-223-9500,E,,Public,24 hours daily,,,1,,,EV Connect,http://evconnect.com/,GPS,43.101870,-77.439360,06/09/2020,82260,2021-03-11 23:22:17,LG,,,12/27/2019,J1772
ELEC,BETHLEHEM EV STATION ONE,NY-32,,Delmar,NY,12054,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.599942,-73.839959,04/06/2021,171219,2021-04-06 00:24:53,,,,,J1772
ELEC,PJ VILLAGE ROCKETSHIP PARK,Rossner lane,,Port Jefferson,NY,11777,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.945023,-73.069455,04/06/2021,156297,2021-04-06 00:24:53,,,,,J1772
ELEC,Vision Nissan Greece,4000 W Ridge Rd,,Rochester,NY,14626,,585-227-3800,E,,Public - Call ahead,Dealership business hours,,,3,,,Non-Networked,,200-9,43.216099,-77.736190,06/09/2020,49676,2021-03-11 23:22:17,P,,,10/25/2012,J1772
ELEC,TOWN OF RED HK REDHOOK 4,7336 S Broadway,,Red Hook,NY,12571,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.987112,-73.880113,04/06/2021,86019,2021-04-06 00:24:53,,,,,J1772
ELEC,ATRIUM EVCHARGE RSPJ EV 1,10 Maxwell Dr,,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.868153,-73.781812,04/06/2021,153230,2021-04-06 00:24:53,,,,,J1772
ELEC,ImPark Underhill Garage - Tesla Destination,105 Underhill Ave,,Brooklyn,NY,11238,,877-909-6199  877-798-3752,E,,Public,24 hours daily; pay lot; see front desk for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.677460,-73.965421,11/03/2020,122469,2021-03-11 23:22:17,P,,,03/01/2019,TESLA
ELEC,MARKET 32 EV BARNEY RD EV3,1 Barney Rd,,Clifton Park,NY,12065,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.845334,-73.807949,04/06/2021,175727,2021-04-06 00:24:53,,,,,J1772
ELEC,South Shore Nissan,200 Sunrise Hwy,,Amityville,NY,11701,,516-269-8338,E,,Public - Call ahead,Dealership business hours,,,1,1,,Non-Networked,,GPS,40.687090,-73.414865,06/09/2020,149477,2021-03-11 23:22:17,P,,,05/01/2019,CHADEMO J1772
ELEC,National Grid - Syracuse Office Center,300 Erie Blvd W,"In customer parking lot, access off of Genesee Street",Syracuse,NY,13202,,315-474-1511,E,,Public,"8am-5pm M-F, 24 hours Sat-Sun",,,8,,,ChargePoint Network,http://www.chargepoint.com/,200-9,43.051581,-76.157208,11/09/2020,123603,2021-03-11 23:22:17,T,,,03/01/2019,J1772
ELEC,Stewart's Shops - Tesla Supercharger,6151 NY-8 Chestertown,,Chestertown,NY,12817,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,6,,Tesla,http://www.teslamotors.com/supercharger,GPS,43.664460,-73.786500,08/10/2020,154440,2021-03-11 23:22:17,P,,,03/06/2020,TESLA
ELEC,Hannaford Supermarket,5239 Western Tpke,,Altamont,NY,12009,,877-455-3833,E,,Public - Card key at all times,24 hours daily,,,,1,,eVgo Network,https://www.evgo.com/,GPS,42.716216,-73.934492,03/25/2021,93480,2021-03-25 01:01:24,,,,,CHADEMO J1772COMBO
ELEC,GGMC Parking 50 E 79th St Garage - Tesla Destination,50 E 79th St,,New York,NY,10075,,212-879-0670  877-798-3752,E,,Public,24 hours daily; see valet for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.775932,-73.961937,11/03/2020,115144,2021-03-11 23:22:17,P,,,01/01/2016,TESLA
ELEC,AMBEMA CORP. STATION 1.1,579 NY-3,,Plattsburgh,NY,12901,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.695385,-73.504720,04/06/2021,164860,2021-04-06 00:24:53,,,,,J1772
ELEC,Western New York Welcome Center,2182 Alvin Rd,Accessible from I-190 exit 19 via Alvin Road,Grand Island,NY,14072,,518-436-2831,E,,Public,24 hours daily,,,,3,,Non-Networked,,GPS,43.019316,-78.974808,03/03/2020,104725,2021-03-11 23:22:17,P,,,08/01/2018,CHADEMO J1772COMBO
ELEC,CENTROTHERM CT4021 LOT,427 S Pearl St,,Albany,NY,12202,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.637880,-73.758960,04/06/2021,175801,2021-04-06 00:24:53,,,,,J1772
ELEC,125-10 Queens Blvd Garage - Tesla Destination,123 83rd Ave,,Kew Gardens,NY,11415,,718-793-7498  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.711904,-73.826773,11/03/2020,122483,2021-03-11 23:22:17,P,,,03/01/2019,TESLA
ELEC,RRH RIEDMAN CAMPUS,100 Kings Hwy S,,Rochester,NY,14617,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.202337,-77.574576,04/06/2021,173966,2021-04-06 00:24:53,,,,,J1772
ELEC,Rapidpark 15 W 72nd Street - Tesla Destination,15 W 72nd St,,New York,NY,10023,,212-874-9904  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.777008,-73.976890,11/03/2020,115017,2021-03-11 23:22:17,P,,,09/01/2017,J1772 TESLA
ELEC,Yonkers Parking Authority,8 Buena Vista Ave,,Yonkers,NY,10701,,866-816-7584,E,,Public,24 hours daily,,,4,,,EV Connect,http://evconnect.com/,200-9,40.934270,-73.902149,04/08/2020,94871,2021-03-11 23:22:17,LG,,,04/18/2016,J1772
ELEC,ALBANESE ORG NS1-211NORTHEND,211 North End Ave,,New York,NY,10282,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.715102,-74.016329,04/06/2021,162490,2021-04-06 00:24:53,,,,,J1772
ELEC,Metro North Train Station - North White Plains,50 Haarlem Ave,,White Plains,NY,10603,,866-816-7584,E,,Public,24 hours daily,,,10,,,EV Connect,http://evconnect.com/,GPS,41.053445,-73.772404,04/08/2020,123265,2021-03-11 23:22:17,P,,,04/01/2019,J1772
ELEC,Standard Parking 21 East 15th Street - Tesla Destination,21 E 15th St,,New York,NY,10003,,800-836-6666  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.736440,-73.992027,11/03/2020,115050,2021-03-11 23:22:17,P,,,12/15/2016,J1772 TESLA
ELEC,SCHENECTADY CENTRAL PARK,PTL Arthur Chaires Ln,,Schenectady,NY,12309,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.799875,-73.908554,04/06/2021,162341,2021-04-06 00:24:53,,,,,J1772
ELEC,Champion Parking 60 East End Avenue - Tesla Destination,60 East End Ave,,New York,NY,10028,,212-308-5959  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.772794,-73.946969,11/03/2020,115168,2021-03-11 23:22:17,P,,,01/01/2016,J1772 TESLA
ELEC,LPCL STATION 2,30 Lake Placid Club Way,,Lake Placid,NY,12946,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.283149,-73.979463,04/06/2021,174120,2021-04-06 00:24:53,,,,,J1772
ELEC,WW BMW STATION 02,125 NY-59,,Nanuet,NY,10954,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.107337,-74.037243,04/06/2021,120837,2021-04-06 00:24:53,,,,,J1772
ELEC,MP 102 LLC MP GARDEN,401 Bedford Park Blvd,,Bronx,NY,10458,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.867165,-73.883186,04/06/2021,162519,2021-04-06 00:24:53,,,,,J1772
ELEC,Oakwood Commons Parking Garage,2507 South Rd,,Poughkeepsie,NY,12601,,845-463-1701,E,,Public,24 hours daily,,,2,,,Non-Networked,,GPS,41.659072,-73.932101,10/09/2020,167129,2021-03-11 23:22:17,P,,,09/21/2020,J1772
ELEC,ULSTER COUNTY POOL,214 Libertyville Rd,,New Paltz,NY,12561,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.723953,-74.117600,04/06/2021,147504,2021-04-06 00:24:53,,,,,J1772
ELEC,RRH RIEDMAN CTR GW1,1455 East Ridge Road,,Rochester,NY,14621,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.197360,-77.578420,04/06/2021,174297,2021-04-06 00:24:53,,,,,J1772
ELEC,REIKART HOUSE JAZZBOLINE 1,5000-5010 Main St,,Buffalo,NY,14226,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.960140,-78.769770,04/06/2021,150825,2021-04-06 00:24:53,,,,,J1772
ELEC,Country Inn & Suites - Rochester East,2851 Monroe Ave,,Rochester,NY,14618,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,2,,,EV Connect,http://evconnect.com/,GPS,43.111150,-77.548642,04/08/2020,155079,2021-03-11 23:22:17,P,,,08/01/2019,J1772
ELEC,Quik Park Brooklyn Bridge LLC - Tesla Destination,4 Joralemon St,,Brooklyn,NY,11201,,718-488-0099  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.693949,-74.000250,11/03/2020,114904,2021-03-11 23:22:17,P,,,01/01/2016,J1772 TESLA
ELEC,STRONG MUSEUM STRONG L1 #4,1 Manhattan Square Dr,,Rochester,NY,14607,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.151898,-77.600937,04/06/2021,146983,2021-04-06 00:24:53,,,,,J1772
ELEC,854ELLICOTT 134 HIGH ST 2,134 High St,,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.900684,-78.864177,04/06/2021,181844,2021-04-06 00:24:53,,,,,J1772
ELEC,NATIONAL GRID LONGWAYS DINER,23725 NY-342,,Watertown,NY,13601,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.041112,-75.899785,04/06/2021,162240,2021-04-06 00:24:53,,,,,J1772
ELEC,Quik Park Columbia Garage LLC - Tesla Destination,250 W. 97th St,,New York,NY,10025,,212-864-9352  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.795279,-73.971688,11/03/2020,115069,2021-03-11 23:22:17,P,,,01/01/2016,J1772 TESLA
ELEC,Montauk Manor,236 Edgemere Street,,Montauk,NY,11954,,800-663-5633,E,,Public,MO: 07:00am-10:00pm; TU: 07:00am-10:00pm; WE: 07:00am-10:00pm; TH: 07:00am-10:00pm; FR: 07:00am-10:00pm; SA: 07:00am-10:00pm; SU: 07:00am-10:00pm,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,41.048379,-71.949387,04/06/2021,148203,2021-04-06 00:16:21,,,,,J1772
ELEC,OLYMPIC SPORTS  SPORTS 10,Bob Run Rd,,Lake Placid,NY,12946,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.220615,-73.923860,04/06/2021,182112,2021-04-06 00:24:53,,,,,J1772
ELEC,MARKET 32 EV MARKET 32 EG CH,501 COLUMBIA PLAZA,,Rensselaer,NY,12144,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.607573,-73.719919,04/06/2021,152319,2021-04-06 00:24:53,,,,,J1772
ELEC,Icon 80 Riverside Blvd - Tesla Destination,80 Riverside Blvd,,New York,NY,10069,,212-245-1840  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.775054,-73.989946,11/03/2020,115187,2021-03-11 23:22:17,P,,,08/15/2016,J1772 TESLA
ELEC,LARKIN726RRAMPP LARKIN 1,726 Exchange St,,Buffalo,NY,14210,,888-758-4389,E,,Public,Mon 5:00pm - 10:00pm; Tue 5:00pm - 10:00pm; Wed 5:00pm - 10:00pm; Thu 5:00pm - 10:00pm; Fri 5:00pm - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.874893,-78.849846,04/06/2021,182983,2021-04-06 00:24:53,,,,,J1772
ELEC,WHITEFACE MT WHITEFACE MT 3,5021 Route 86,,Wilmington,NY,12997,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.359064,-73.858857,04/06/2021,182171,2021-04-06 00:24:53,,,,,J1772
ELEC,TOWNE BMW DUAL CHARGER,8195 Main St,,Williamsville,NY,14221,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.964139,-78.688047,04/06/2021,162452,2021-04-06 00:24:53,,,,,J1772
ELEC,RRH NEWARK WEST GW3,1200 Driving Park Ave,,Newark,NY,14513,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.060887,-77.104487,04/06/2021,174418,2021-04-06 00:24:53,,,,,J1772
ELEC,K&H STATION 1 KELLY & HAYES,66 Southern Blvd,,Nesconset,NY,11767,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.853892,-73.159923,04/06/2021,162292,2021-04-06 00:24:53,,,,,J1772
ELEC,DEWITT EV 1 CHARGEPOINT,5400 Butternut Drive,,East Syracuse,NY,13057,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.045918,-76.049853,04/06/2021,180106,2021-04-06 00:24:53,,,,,J1772
ELEC,EPLLC LOCKHEED 4,143 Ocean Channel Way,,Liverpool,NY,13088,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.110138,-76.187190,04/06/2021,145763,2021-04-06 00:24:53,,,,,J1772
ELEC,610 Warren Street - Tesla Destination,610 Warren Street,,Brooklyn,NY,11217,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.681274,-73.981216,11/03/2020,168558,2021-03-11 23:22:17,P,,,11/03/2020,TESLA
ELEC,REIKART HOUSE JAZZBOLINE 2,5010 Main St,,Amherst,NY,14226,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.960133,-78.769670,04/06/2021,150803,2021-04-06 00:24:53,,,,,J1772
ELEC,MARKET 32 EV PEDIATRICEV3,81 Schoolhouse Rd,,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.678916,-73.844846,04/06/2021,175506,2021-04-06 00:24:53,,,,,J1772
ELEC,HAMPTON INN HAMPTON INN ALB,1442 Western Ave,,Albany,NY,12203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.679115,-73.836630,04/06/2021,162397,2021-04-06 00:24:53,,,,,J1772
ELEC,Icon Parking 200 E 32nd Street - Tesla Destination,200 E 32nd St,,New York,NY,10016,,212-684-2481  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.744029,-73.978952,11/03/2020,115039,2021-03-11 23:22:17,P,,,03/01/2017,J1772 TESLA
ELEC,MARKET 32 EV 290 SARATOGA RD,290 Saratoga Rd,,Schenectady,NY,12302,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.873020,-73.929504,04/06/2021,152282,2021-04-06 00:24:53,,,,,J1772
ELEC,GMC - BELMONT 1,113 E 84th St,Located between Park Ave & Lexington Ave. - Attendant will assist in charging vehicle.  Parking rates apply. Inquire within.,New York,NY,10028,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.773472,-73.955287,04/05/2021,121020,2021-04-05 22:55:21,,,,,J1772
ELEC,ULSTER COUNTY SUNY EXTENSION,124 Marys Ave,,Kingston,NY,12401,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.923610,-73.998496,04/06/2021,162470,2021-04-06 00:24:53,,,,,J1772
ELEC,ImPark 500 4th Ave - Tesla Destination,212 12th St,,Brooklyn,NY,11215,,212-937-8660  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.668403,-73.990389,11/03/2020,122471,2021-03-11 23:22:17,P,,,03/01/2019,TESLA
ELEC,Icon Parking E 48th Street - Tesla Destination,329 E 48th St,,New York,NY,10017,,877-727-5464  877-798-3752,E,,Public,24 hours daily; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.753230,-73.967990,11/03/2020,115097,2021-03-11 23:22:17,P,,,01/01/2016,J1772 TESLA
ELEC,VERONA LA QUINTA 1,5390 Willow Pl,,Verona,NY,13478,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.122160,-75.592600,04/06/2021,181238,2021-04-06 00:24:53,,,,,J1772
ELEC,SPRINGVALLEYAPT 1.1,92 High Rock Ave,,Saratoga Springs,NY,12866,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.085278,-73.780670,04/06/2021,171309,2021-04-06 00:24:53,,,,,J1772
ELEC,SUNY BUFFALO JACOBS 8,50 Augspurger Rd,,Buffalo,NY,14228,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.998860,-78.786981,04/06/2021,182262,2021-04-06 00:24:53,,,,,J1772
ELEC,159 WOLF OFFBLD 159 WOLF LEFT,159 Wolf Rd,,Albany,NY,12205,,888-758-4389,E,,Public,Mon 7:00pm - 12:00am; Tue 7:00pm - 12:00am; Wed 7:00pm - 12:00am; Thu 7:00pm - 12:00am; Fri 7:00pm - 12:00am; Sat 7:00pm - 12:00am; Sun 7:00pm - 12:00am,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.721157,-73.801216,04/06/2021,185651,2021-04-06 00:24:53,,,,,J1772
ELEC,iPark NYC 61 Jane Street - Tesla Destination,61 Jane St,,New York,NY,10014,,855-472-7569  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.738222,-74.005908,11/03/2020,115173,2021-03-11 23:22:17,P,,,01/01/2016,J1772 TESLA
ELEC,The Point Resort - Tesla Destination,222 Beaverwood Rd,,Saranac Lake,NY,12983,,518-891-5674  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,44.303141,-74.330399,11/03/2020,115233,2021-03-11 23:22:17,P,,,03/01/2015,J1772 TESLA
ELEC,Pawling - Chamber of Commerce,55 Charles Colman Blvd,,Pawling,NY,12564,,866-816-7584,E,,Public,24 hours daily,,,1,,,EV Connect,http://evconnect.com/,GPS,41.563513,-73.601015,04/08/2020,123119,2021-03-11 23:22:17,LG,,,04/01/2019,J1772
ELEC,ERIE COUNTY BENNETT BEACH,8276 Lake Shore Rd,,Angola,NY,14006,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.658535,-79.061570,04/06/2021,164129,2021-04-06 00:24:53,,,,,J1772
ELEC,NYS ORDA GORE MOUNTAIN,793 Peaceful Valley Rd,,North Creek,NY,12853,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.671232,-74.007635,04/06/2021,123391,2021-04-06 00:24:53,,,,,J1772
ELEC,BURNS MGT SCH COMM BLD 2,1 broom shop rd,,Latham,NY,12110,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.739933,-73.788390,04/06/2021,174714,2021-04-06 00:24:53,,,,,J1772
ELEC,854ELLICOTT 854 ELLICOTT 10,854 Ellicott St,,Buffalo,NY,14203,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.901637,-78.867398,04/06/2021,180120,2021-04-06 00:24:53,,,,,J1772
ELEC,BRUNSWICK HD BRUNSWICK HD,1130 Hoosick Rd,,Troy,NY,12180,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.758957,-73.602300,04/06/2021,174850,2021-04-06 00:24:53,,,,,J1772
ELEC,Mills Norrie State Park,9 Old Post Rd,,Staatsburg,NY,12580,,866-816-7584,E,,Public,24 hours daily,,,1,,,EV Connect,http://evconnect.com/,GPS,41.842603,-73.930954,04/08/2020,123140,2021-03-11 23:22:17,P,,,04/01/2019,J1772
ELEC,Bear Metal Works,39 Scoville Ave,,Buffalo,NY,14206,,866-816-7584,E,,Public,24 hours daily; Also accepts Paypal,A D M V,,4,,,EV Connect,http://evconnect.com/,GPS,42.873786,-78.827735,04/08/2020,155026,2021-03-11 23:22:17,P,,,08/08/2019,J1772
ELEC,Monticello Motor Club - Tesla Destination,67 Cantrell Rd,,Monticello,NY,12701,,877-798-3752  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.617641,-74.702993,11/03/2020,168974,2021-03-11 23:22:17,P,,,11/03/2020,TESLA
ELEC,New York State Department of Transportation,367 NY-59,,Nanuet,NY,10954,,866-816-7584,E,,Public - Call ahead,24 hours daily; for hotel guest use only,,,2,,,EV Connect,http://evconnect.com/,200-9,41.102018,-74.028010,04/08/2020,94851,2021-03-11 23:22:17,P,,,12/06/2016,J1772
ELEC,Enterprise Parking 150 Myrtle Ave - Tesla Destination,150 Myrtle Ave,,Brooklyn,NY,11201,,718-422-7506  877-798-3752,E,,Public,24 hours daily; pay lot; see valet for access,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.693194,-73.982701,11/03/2020,150575,2021-03-11 23:22:17,P,,,09/30/2019,TESLA
ELEC,GAULT BMW STATION 01,2311 North St,,Endicott,NY,13760,,888-758-4389,E,,Public,24 hours daily,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.107059,-76.035088,04/06/2021,162435,2021-04-06 00:24:53,,,,,J1772
